PLAN_ID,CREDITOS,MEDIA,CURSO_INICIO,NOTA_PAU_FISICA,NOTA_PAU_MATEMATICAS II,NOTA_PAU_CALIFICACION,PLAN_DESC,NOTA_FUNDAMENTOS DE PROGRAMACIÓN,NOTA_ONDAS ELECTROMAGNÉTICAS,NOTA_SISTEMAS Y CIRCUITOS,NOTA_TEORÍA DE LA COMUNICACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,MATRICS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,MATRICS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,MATRICS_TOTALES_ONDAS ELECTROMAGNÉTICAS,MATRICS_TOTALES_SISTEMAS Y CIRCUITOS,MATRICS_TOTALES_TEORÍA DE LA COMUNICACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_ONDAS ELECTROMAGNÉTICAS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_SISTEMAS Y CIRCUITOS,CONVOCS_HASTA_PRESENTARSE_1RA_VEZ_TEORÍA DE LA COMUNICACIÓN,CONVOCS_TOTALES_FUNDAMENTOS DE PROGRAMACIÓN,CONVOCS_TOTALES_ONDAS ELECTROMAGNÉTICAS,CONVOCS_TOTALES_SISTEMAS Y CIRCUITOS,CONVOCS_TOTALES_TEORÍA DE LA COMUNICACIÓN
5041,162.0,6.375925925925927,2012-13,3.35,2.63,7.79,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.3,5.3,5.6,5.1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,3.0
5041,187.5,6.84,2012-13,8.0,5.5,6.7,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.5,5.5,5.0,6.1,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,4.0,4.0,7.0,5.0,6.0
5041,156.0,6.668269230769231,2012-13,5.3,5.0,6.56,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.3,5.0,5.5,5.7,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,11.0,1.0,6.0
5041,162.0,6.728703703703704,2012-13,1.0,5.25,,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.5,5.9,8.1,,1.0,2.0,1.0,,2.0,2.0,1.0,,3.0,6.0,1.0,,4.0,6.0,1.0,
5041,186.0,7.25241935483871,2012-13,2.5,4.0,6.26,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,5.2,7.1,5.4,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0
5041,199.5,7.12781954887218,2012-13,3.75,6.0,6.94,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,6.1,5.5,7.7,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0
5041,198.0,7.050000000000001,2012-13,2.75,1.5,6.05,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.1,5.8,5.9,5.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0
5041,204.0,6.7198529411764705,2012-13,4.8,4.31,6.83,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.4,6.1,7.7,6.3,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,9.0,1.0,1.0
5041,240.0,7.855,2013-14,7.8,9.5,9.21,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,6.0,7.5,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
5041,234.0,8.034615384615384,2013-14,7.3,7.25,9.07,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,7.5,5.2,8.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5041,181.5,6.878512396694215,2013-14,7.7,4.75,8.4,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.0,6.3,5.2,5.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,6.0
5041,217.5,6.571724137931034,2013-14,5.85,8.9,7.56,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.5,6.5,6.6,6.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
5041,234.0,8.928205128205127,2013-14,8.6,4.25,8.96,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,9.0,7.5,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,222.0,7.556756756756756,2013-14,7.4,5.5,8.72,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.2,7.0,6.0,6.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,205.5,6.911678832116788,2013-14,7.7,7.75,8.43,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.4,5.5,5.0,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
5041,234.0,8.473717948717947,2013-14,9.4,7.63,8.94,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,8.3,7.5,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,174.0,6.66551724137931,2013-14,6.8,3.25,6.81,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,7.1,6.3,5.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0
5041,216.0,7.042361111111112,2013-14,8.3,10.0,7.53,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.0,5.7,5.4,5.9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0
5041,204.0,6.893382352941177,2013-14,5.8,6.9,8.13,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.3,5.7,5.1,5.8,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,6.0
5041,219.0,8.00068493150685,2013-14,8.6,8.75,8.35,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.5,8.0,5.0,7.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,168.0,6.762499999999999,2013-14,7.9,7.1,7.12,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,5.2,5.0,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0
5041,222.0,7.122297297297297,2013-14,9.8,10.0,7.94,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,5.3,7.9,6.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0
5041,204.0,7.080147058823529,2013-14,7.4,7.8,7.32,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,7.0,5.1,5.4,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0
5041,151.5,7.034653465346534,2013-14,2.1,0.25,,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.5,6.0,6.1,,1.0,2.0,1.0,,1.0,2.0,2.0,,1.0,6.0,1.0,,1.0,6.0,3.0,
5041,228.0,7.483552631578948,2013-14,3.8,5.0,7.07,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,6.0,5.0,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
5041,199.5,6.614285714285714,2013-14,5.1,6.5,6.77,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.4,5.2,5.8,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0
5041,228.0,7.471052631578948,2014-15,8.0,9.0,9.29,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,6.2,7.5,6.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5041,240.0,7.862916666666666,2014-15,7.9,,8.12,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.4,6.4,8.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0
5041,222.0,7.052702702702703,2014-15,9.3,6.25,7.56,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.5,5.5,6.4,5.7,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,8.0,3.0,5.0
5041,234.0,7.8032051282051285,2014-15,,9.25,8.28,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,6.2,10.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5041,214.0,6.888084112149532,2014-15,7.38,7.3,7.76,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,6.5,6.3,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0
5041,163.5,6.838532110091743,2014-15,8.75,10.0,8.17,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.8,6.0,5.5,7.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
5041,186.0,6.663709677419355,2014-15,3.95,9.75,7.74,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.4,5.3,5.3,6.4,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,11.0,1.0,7.0
5041,181.5,6.6768595041322305,2014-15,7.1,7.0,7.35,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.1,5.7,8.4,5.3,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,5.0
5041,178.0,6.722471910112359,2014-15,6.8,7.35,7.72,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.9,5.5,5.0,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0
5041,181.5,6.802479338842976,2014-15,7.4,5.8,6.81,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,6.8,5.1,6.7,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,9.0,1.0,7.0,1.0,9.0,4.0,7.0
5041,222.0,7.349324324324324,2014-15,6.0,6.85,6.79,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.7,6.4,6.5,7.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
5041,228.0,7.2125,2014-15,5.05,9.15,8.89,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.5,6.5,7.2,6.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,212.0,6.85377358490566,2014-15,,7.25,8.21,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.7,7.1,5.8,5.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,234.0,8.075641025641026,2014-15,7.5,6.25,8.58,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.2,5.6,6.7,7.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,228.0,7.159868421052632,2014-15,5.0,4.0,7.76,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.6,5.9,6.9,5.1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0
5041,229.5,6.685620915032679,2014-15,6.6,8.35,6.01,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.8,6.5,5.2,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
5041,198.0,6.578787878787878,2014-15,3.5,6.0,7.85,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,5.6,5.0,5.8,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,6.0,2.0,2.0,1.0,6.0,7.0,10.0
5041,228.0,7.117105263157895,2014-15,4.78,4.0,7.05,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.7,7.0,6.5,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
5041,209.0,7.258612440191388,2014-15,5.55,3.75,7.34,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.2,6.5,5.0,6.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,217.5,6.730344827586206,2014-15,0.5,0.5,6.39,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.3,5.3,5.1,5.6,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0
5041,193.5,6.606201550387596,2014-15,6.8,4.88,6.74,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,6.0,5.2,5.2,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,6.0,1.0,5.0,2.0,6.0
5041,192.0,7.675,2014-15,6.7,1.5,5.18,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.2,6.5,8.6,7.2,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,5.0,1.0,4.0,6.0,5.0,1.0,4.0
5041,192.0,7.05078125,2014-15,,,6.06,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.6,5.4,6.1,7.2,1.0,5.0,1.0,2.0,1.0,6.0,1.0,2.0,3.0,14.0,1.0,4.0,3.0,16.0,1.0,4.0
5041,205.5,7.281751824817519,2014-15,1.5,8.25,5.74,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.1,6.4,5.0,6.6,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0
5041,214.0,7.610280373831776,2015-16,8.35,7.25,9.31,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.0,5.0,5.9,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,234.0,8.894871794871795,2015-16,,9.0,9.31,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.8,7.1,6.0,9.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,228.0,7.378289473684211,2015-16,5.1,7.25,7.7,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.2,7.1,5.3,5.2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0
5041,163.5,6.558715596330274,2015-16,6.9,9.25,6.85,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.1,5.7,5.8,5.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0
5041,240.0,7.9556249999999995,2015-16,7.6,7.0,9.31,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.3,9.0,7.6,8.2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0
5041,234.0,7.201282051282051,2015-16,6.3,6.38,7.28,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.8,6.0,6.2,6.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5041,216.0,7.38125,2015-16,5.9,6.0,8.02,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.3,6.2,5.9,6.2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0
5041,228.0,8.096710526315789,2015-16,5.3,5.75,8.42,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.2,7.3,6.3,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,237.0,8.40126582278481,2015-16,8.8,8.5,9.49,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,6.2,5.7,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,210.0,7.166666666666667,2015-16,8.15,7.15,6.16,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.4,5.9,6.3,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,5.0
5041,216.0,7.2965277777777775,2015-16,8.65,8.25,8.79,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.3,6.2,5.0,5.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
5041,228.0,7.35328947368421,2015-16,6.2,8.75,8.57,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.7,7.0,5.2,6.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0
5041,234.0,8.081410256410257,2015-16,8.2,8.5,7.79,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.6,9.0,7.3,9.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,232.0,7.5592672413793105,2015-16,6.3,5.75,7.78,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.8,5.8,5.4,6.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
5041,240.0,8.176875,2015-16,7.95,9.75,8.18,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.5,7.0,6.5,7.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,210.0,7.347857142857142,2015-16,4.1,3.5,7.11,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.4,5.0,6.5,6.2,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0
5041,210.0,6.722142857142858,2015-16,,,6.69,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.0,5.8,5.0,6.4,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0
5041,228.0,7.170394736842105,2016-17,5.1,5.5,7.82,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.7,6.8,8.2,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0
5041,222.0,6.831081081081081,2016-17,5.3,9.25,8.34,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,7.0,5.1,7.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,216.0,7.267361111111111,2016-17,6.1,9.25,8.81,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,6.3,5.1,5.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,210.0,6.825,2016-17,3.1,2.5,6.38,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),5.0,5.2,5.1,5.4,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,6.0,2.0,4.0
5041,228.0,7.2690789473684205,2016-17,,8.0,8.77,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,7.0,7.6,8.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
5041,222.0,6.963513513513514,2016-17,7.9,5.5,7.55,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,7.0,5.8,6.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,174.0,6.4672413793103445,2016-17,5.2,,6.83,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.0,5.4,5.1,5.7,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,9.0,2.0,7.0
5041,121.5,6.969135802469136,2016-17,7.1,7.25,8.37,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),8.2,6.1,6.9,5.9,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,6.0
5041,234.0,6.7846153846153845,2016-17,1.5,6.0,6.97,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.6,5.1,5.5,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0
5041,228.0,8.111184210526316,2016-17,9.1,9.75,9.49,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),10.0,9.0,6.7,6.4,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
5041,228.0,7.354605263157894,2016-17,8.5,9.2,9.39,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),9.0,6.8,5.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
5041,231.0,6.753896103896104,2016-17,7.0,9.45,8.78,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.6,5.8,5.1,5.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5041,234.0,7.2666666666666675,2016-17,6.7,9.05,9.2,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),7.5,5.9,5.3,6.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,150.0,6.664000000000001,2016-17,,5.0,5.76,GRADO EN INGENIERÍA EN SISTEMAS DE TELECOMUNICACIÓN (BOE 20-04-2011),6.1,5.1,6.3,,1.0,2.0,1.0,,2.0,3.0,2.0,,3.0,5.0,1.0,,4.0,8.0,3.0,
